Target Type;Major Category;Minor Category;Anatomic Group;TG263-Primary Name;Description
Anatomic;Bone;Pubic;Pelvis;PubicSymphys_R;Pubic bone Right
Anatomic;Bone;Radius;Limb;Radius_L;Radius Left
Anatomic;Bone;Radius;Limb;Radius_R;Radius Right
Anatomic;Rectum;;Pelvis;Rectal_Wall;Rectal Wall
Anatomic;Rectum;;Pelvis;Rectum;Large bowel - Rectum
Anatomic;Eye;Retina;Head and Neck;Retina_L;Retina Left
PRV;Eye;Retina;Head and Neck;Retina_PRVxx_L;Retina_PRVxx_L
PRV;Eye;Retina;Head and Neck;Retina_PRVxx_R;PRV constructed as xx millimeter expansion on Retina
Anatomic;Eye;Retina;Head and Neck;Retina_R;Retina Right
Anatomic;Eye;Retina;Head and Neck;Retinas;Both Retinas
Anatomic;Bone;Rib;Thorax;Rib;Any Rib volume
Anatomic;Bone;Rib;Thorax;Rib01_L;First Rib Left
Anatomic;Bone;Rib;Thorax;Rib01_R;First Rib Right
Anatomic;Bone;Rib;Thorax;Rib02_L;Second rib Left
Anatomic;Bone;Rib;Thorax;Rib02_R;Second rib Right
Anatomic;Bone;Rib;Thorax;Rib03_L;Third rib Left
Anatomic;Bone;Rib;Thorax;Rib03_R;Third rib Right
Anatomic;Bone;Rib;Thorax;Rib04_L;Fourth rib Left
Anatomic;Bone;Rib;Thorax;Rib04_R;Fourth rib Right
Anatomic;Bone;Rib;Thorax;Rib05_L;Fifth rib Left
Anatomic;Bone;Rib;Thorax;Rib05_R;Fifth rib Right
Anatomic;Bone;Rib;Thorax;Rib06_L;Sixth rib Left
Anatomic;Bone;Rib;Thorax;Rib06_R;Sixth rib Right
Anatomic;Bone;Rib;Thorax;Rib07_L;Seventh rib Left
Anatomic;Bone;Rib;Thorax;Rib07_R;Seventh rib Right
Anatomic;Bone;Rib;Thorax;Rib08_L;Eighth rib Left
Anatomic;Bone;Rib;Thorax;Rib08_R;Eighth rib Right
Anatomic;Bone;Rib;Thorax;Rib09_L;Ninth rib Left
Anatomic;Bone;Rib;Thorax;Rib09_R;Ninth rib Right
Anatomic;Bone;Rib;Thorax;Rib10_L;Tenth rib Left
Anatomic;Bone;Rib;Thorax;Rib10_R;Tenth rib Right
Anatomic;Bone;Rib;Thorax;Rib11_L;Eleventh rib Left
Anatomic;Bone;Rib;Thorax;Rib11_R;Eleventh rib Right
Anatomic;Bone;Rib;Thorax;Rib12_L;Twelfth rib Left
Anatomic;Bone;Rib;Thorax;Rib12_R;Twelfth rib Right
Anatomic;Nerve;Sacrum;Pelvis;SacralPlex;Sacral Plexus
Anatomic;Bone;Spine;Pelvis;Sacrum;Sacrum
Anatomic;Skin;;Head and Neck;Scalp;Scalp
Anatomic;Bone;Scapula;Thorax;Scapula_L;Scapula Left
Anatomic;Bone;Scapula;Thorax;Scapula_R;Scapula Right
Anatomic;Skin;;Body;Scar;Scar
Anatomic;Skin;;Body;Scar_Boost;Scar_Boost
Anatomic;Skin;;Pelvis;Scrotum;Scrotum (skin & cremasteric fascia)
Anatomic;Gland;;Pelvis;SeminalVes;Seminal vesicle
Anatomic;Gland;;Pelvis;SeminalVes_Dist;Distal Seminal Vesicle
Anatomic;Gland;;Pelvis;SeminalVes_Prox;Proximal Seminal Vesicle
Anatomic;Sinus;Ethmoid;Head and Neck;Sinus_Ethmoid;Ethmoidal Sinus
Anatomic;Brain;Sinus;Head and Neck;Sinus_Frontal;Frontal Sinus
Anatomic;Brain;Sinus;Head and Neck;Sinus_Frontal_L;Frontal Sinus Left
Anatomic;Brain;Sinus;Head and Neck;Sinus_Frontal_R;Frontal Sinus Right
Anatomic;Sinus;Maxillary;Head and Neck;Sinus_Maxilry;Maxillary Sinus
Anatomic;Sinus;Maxillary;Head and Neck;Sinus_Maxilry_L;Maxillary Sinus
Anatomic;Sinus;Maxillary;Head and Neck;Sinus_Maxilry_R;Maxillary Sinus
Anatomic;Bone;Sphenoid;Head and Neck;Sinus_Sphenoid;Sphenoidal Sinus
Anatomic;Bone;Sphenoid;Head and Neck;Sinus_Sphenoid_L;Sphenoidal Sinus Left
Anatomic;Bone;Sphenoid;Head and Neck;Sinus_Sphenoid_R;Sphenoidal Sinus Right
Anatomic;Skin;;Body;Skin;Skin
Anatomic;Skin;;Pelvis;Skin_Perineum;Skin_Perineum
Anatomic;Skin;;Abdomen;Skin_Peritoneum;Skin_Peritoneum
Anatomic;Bone;Skull;Head and Neck;Skull;Skeletal system of head
Anatomic;Space;;Body;Spc;Space
Anatomic;Bowel;Space;Abdomen;Spc_Bowel;Space occupied by bowel
Anatomic;Space;;Abdomen;Spc_Bowel_Small;Spc_Bowel_Small
Anatomic;Space;Retropharyngeal;Head and Neck;Spc_Retrophar_L;Retropharyngeal space Left
Anatomic;Space;Retropharyngeal;Head and Neck;Spc_Retrophar_R;Retropharyngeal space Right
Anatomic;Space;;Head and Neck;Spc_Retrophars;Retropharyngeal space
Anatomic;Space;Retrostyloid;Head and Neck;Spc_Retrosty;Retrostyloid space
Anatomic;Space;Retrostyloid;Head and Neck;Spc_Retrosty_L;Retrostyloid space -Left
Anatomic;Space;Retrostyloid;Head and Neck;Spc_Retrosty_R;Retrostyloid space -Left
Anatomic;Space;Supraclavicular;Thorax;Spc_Supraclav_L;Supraclavicular space - Left
Anatomic;Space;Supraclavicular;Thorax;Spc_Supraclav_R;Supraclavicular space - Right
Anatomic;Bowel;Anus;Pelvis;Sphincter_Anal;Internal Anal Sphincter
Anatomic;Canal;Spinal Cord;Body;SpinalCanal;Vertebral canal
PRV;PRV;Spinal Canal;Body;SpinalCanal_PRV;SpinalCanal_PRV
PRV;PRV;Spinal Canal;Body;SpinalCanal_PRVx;A PRV created with an x millimeter expansion on the spinal canal
Anatomic;Nerve;Spinal Cord;Body;SpinalCord;Spinal Cord
Anatomic;Nerve;Spinal Cord;Head and Neck;SpinalCord_Cerv;Spinal Cord Cervical
Anatomic;Nerve;Spinal Cord;Abdomen;SpinalCord_Lum;Spinal Cord Lumbar
PRV;PRV;Spinal Cord;Body;SpinalCord_PRV;SpinalCord_PRV
PRV;PRV;Spinal Cord;Body;SpinalCord_PRVxx;A PRV created with an xx millimeter expansion on the spinal cord
Anatomic;Nerve;Spinal Cord;Pelvis;SpinalCord_Sac;Spinal Cord Sacral
Anatomic;Nerve;Spinal Cord;Thorax;SpinalCord_Thor;Spinal Cord Thoracic
Anatomic;Lymph Node;Spleen;Abdomen;Spleen;Spleen
Anatomic;Lymph Node;Spleen;Abdomen;Spleen_Hilum;Splenic hilum
Anatomic;Reproductive;;Pelvis;Spongiosum;Penis Corpus Spongiosum
Anatomic;Ear;Stapes;Head and Neck;Stapes;Stapes
Anatomic;Ear;Stapes;Head and Neck;Stapes_L;Stapes Left
Anatomic;Ear;Stapes;Head and Neck;Stapes_R;Stapes Right
Anatomic;Stomach;;Abdomen;Stomach;Stomach
PRV;Stomach;;Abdomen;Stomach_PRVxx;PRV created with xx mm expansion on the stomach
Anatomic;Body;;Body;Strct;Structure
Anatomic;Joint;;Limb;Strct_Suprapatel;Suprapatellar Structures
Anatomic;Eye;;;Surf_Eye;Surf_Eye
Anatomic;Surgery;;Body;SurgicalBed;SurgicalBed
Anatomic;Brain;;Head and Neck;Sys_Ventricular;Sys_Ventricular
Anatomic;Tendon;;Limb;Tendon;Tendon
Anatomic;Tendon;;Limb;Tendon_Quad;Tendon_Quad
Anatomic;Reproductive;Testis;Pelvis;Testis;Testis
Anatomic;Reproductive;Testis;Pelvis;Testis_L;Testis Left
Anatomic;Reproductive;Testis;Pelvis;Testis_R;Testis Right
Anatomic;Membrane;Thecal Sac;Body;ThecalSac;ThecalSac
Anatomic;Duct;Thoracic;Thorax;Thoracic_Duct;Thoracic Duct
Anatomic;Mouth;Tongue;Head and Neck;Tongue;Tongue
Anatomic;Mouth;Tongue;Head and Neck;Tongue_All;Tongue_All
Anatomic;Mouth;Tongue;Head and Neck;Tongue_Base;Tongue_Base
Anatomic;Mouth;Tongue;Head and Neck;Tongue_Base_L;Tongue_Base_L
Anatomic;Mouth;Tongue;Head and Neck;Tongue_Base_R;Tongue_Base_R
Anatomic;Mouth;Tongue;Head and Neck;Tongue_Oral;Tongue_Oral
Anatomic;Mouth;Tongue;Head and Neck;Tongue_Oral_L;Tongue_Oral_L
Anatomic;Mouth;Tongue;Head and Neck;Tongue_Oral_R;Tongue_Oral_R
Anatomic;Mouth;Tongue;Head and Neck;Tonsil;Tonsil
Anatomic;Lung;Trachea;Thorax;Trachea;Trachea
Anatomic;Lung;Trachea;Thorax;Trachea_NAdj;Trachea non adjacent wall
Non_Anatomic;Surgery;;Body;TumorBed;Tumor Bed
Anatomic;Urinary;Ureter;Pelvis;Ureter_L;Ureter Left
Anatomic;Urinary;Ureter;Pelvis;Ureter_R;Ureter Right
Anatomic;Urinary;Ureter;Pelvis;UreterDivert;Urinary Divergence
Anatomic;Urinary;Ureter;Pelvis;Ureters;Both Ureters
Anatomic;Urinary;Urethra;Pelvis;Urethra;Urethra
Anatomic;Urinary;Urethra;Pelvis;Urethra_Prostatc;Prostatic Urethra
Anatomic;Reproductive;Uterus;Pelvis;Uterus;Uterus
Anatomic;Vein;Azygos;Thorax;V_Azygos;Azygos Vein
Anatomic;Vein;Brachiocephalic;Thorax;V_Brachioceph_L;Brachiocephalic vein Left
Anatomic;Vein;Brachiocephalic;Thorax;V_Brachioceph_R;Brachiocephalic vein Right
Anatomic;Vein;Iliac;Pelvis;V_Iliac_Ext_L;External iliac vein Left
Anatomic;Vein;Iliac;Pelvis;V_Iliac_Ext_R;External iliac vein Right
Anatomic;Vein;Iliac;Pelvis;V_Iliac_Int_L;Internal iliac vein Left
Anatomic;Vein;Iliac;Pelvis;V_Iliac_Int_R;Internal iliac vein Right
Anatomic;Vein;Iliac;Pelvis;V_Iliac_L;Common iliac vein Right
Anatomic;Vein;Iliac;Pelvis;V_Iliac_R;Common iliac vein Left
Anatomic;Vein;Jugular;Head and Neck;V_Jugular;Any Jugular Vein
Anatomic;Vein;Jugular;Head and Neck;V_Jugular_Ext_L;V_Jugular_Ext_L
Anatomic;Vein;Jugular;Head and Neck;V_Jugular_Ext_R;V_Jugular_Ext_R
Anatomic;Vein;Jugular;Head and Neck;V_Jugular_Int_L;Internal jugular vein Right
Anatomic;Vein;Jugular;Head and Neck;V_Jugular_Int_R;Internal jugular vein Left
Anatomic;Vein;Portal;Abdomen;V_Portal;Portal Vein
Anatomic;Vein;Pulmonary;Thorax;V_Pulmonary;Pulmonary vein
Anatomic;Vein;Subclavian;Thorax;V_Subclavian_L;Subclavian Vein Left
Anatomic;Vein;Subclavian;Thorax;V_Subclavian_R;Subclavian Vein Right
Anatomic;Vein;Subclavian;Thorax;V_Subclavians;Subclavian Vein
Anatomic;Vein;VenaCava;Thorax;V_Venacava_I;Inferior vena cava
Anatomic;Vein;VenaCava;Thorax;V_Venacava_S;Superior vena cava
Anatomic;Reproductive;Vagina;Pelvis;Vagina;Vagina
Anatomic;Reproductive;Vagina;Pelvis;Vagina_Surf;Vagina_Surf
Anatomic;Reproductive;Vagina;Pelvis;VaginalCuff;Vaginal Cuff
Anatomic;Valve;;Body;Valve;Valve
Anatomic;Valve;Aorta;Thorax;Valve_Aortic;Aortic Valve
Anatomic;Valve;Heart;Thorax;Valve_Mitral;Mitral Valve
Anatomic;Valve;;Thorax;Valve_Pulmonic;Pulmonic Valve
Anatomic;Valve;Heart;Thorax;Valve_Tricuspid;Tricuspid Valve
Anatomic;Bone;Vertebral Body;Body;VB;Vertebral Body
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C;Cervical vertebrae
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C1;Atlas - C1
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C2;Axis - C2
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C3;Cervical vertebra - C3
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C4;Cervical vertebra - C4
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C5;Cervical vertebra - C5
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C6;Cervical vertebra - C6
Anatomic;Bone;Vertebral Body;Head and Neck;VB_C7;Cervical vertebra - C7
Anatomic;Bone;Spine;Abdomen;VB_L;Lumbar Vertebrae
Anatomic;Bone;Spine;Abdomen;VB_L1;Lumbar Vertebra L1
Anatomic;Bone;Spine;Abdomen;VB_L2;Lumbar Vertebra L2
Anatomic;Bone;Spine;Abdomen;VB_L3;Lumbar Vertebra L3
Anatomic;Bone;Spine;Abdomen;VB_L4;Lumbar Vertebra L4
Anatomic;Bone;Spine;Abdomen;VB_L5;Lumbar Vertebra L5
Anatomic;Bone;Spine;Pelvis;VB_S;Sacral Vertebra
Anatomic;Bone;Spine;Pelvis;VB_S1;Sacral Vertebra S1
Anatomic;Bone;Spine;Pelvis;VB_S2;Sacral Vertebra S2
Anatomic;Bone;Spine;Pelvis;VB_S3;Sacral Vertebra S3
Anatomic;Bone;Spine;Pelvis;VB_S4;Sacral Vertebra S4
Anatomic;Bone;Spine;Pelvis;VB_S5;Sacral Vertebra S5
Anatomic;Bone;Spine;Thorax;VB_T;Thoracic Vertebra
Anatomic;Bone;Spine;Thorax;VB_T01;Thoracic Vertebra T1
Anatomic;Bone;Spine;Thorax;VB_T02;Thoracic Vertebra T2
Anatomic;Bone;Spine;Thorax;VB_T03;Thoracic Vertebra T3
Anatomic;Bone;Spine;Thorax;VB_T04;Thoracic Vertebra T4
Anatomic;Bone;Spine;Thorax;VB_T05;Thoracic Vertebra T5
Anatomic;Bone;Spine;Thorax;VB_T06;Thoracic Vertebra T6
Anatomic;Bone;Spine;Thorax;VB_T07;Thoracic Vertebra T7
Anatomic;Bone;Spine;Thorax;VB_T08;Thoracic Vertebra T8
Anatomic;Bone;Spine;Thorax;VB_T09;Thoracic Vertebra T9
Anatomic;Bone;Spine;Thorax;VB_T10;Thoracic Vertebra T10
Anatomic;Bone;Spine;Thorax;VB_T11;Thoracic Vertebra T11
Anatomic;Bone;Spine;Thorax;VB_T12;Thoracic Vertebra T12
Anatomic;Bone;Vertebral Body;Body;VBs;Vertebral Bodies
Anatomic;Heart;Ventricle;Thorax;Ventricle;Ventricle (cardiac)
Anatomic;Heart;Ventricle;Thorax;Ventricle_L;Ventricle (cardiac) Left
Anatomic;Heart;Ventricle;Thorax;Ventricle_R;Ventricle (cardiac) Right
Anatomic;Larynx;;Head and Neck;VocalCord_L;VocalCord_L
Anatomic;Larynx;;Head and Neck;VocalCord_R;VocalCord_R
Anatomic;Larynx;;Head and Neck;VocalCords;Vocal Cords
Anatomic;Bone;Vomer;Head and Neck;Vomer;Vomer
Anatomic;Reproductive;Vulva;Pelvis;Vulva;Vulva
Anatomic;Reproductive;Vagina;Pelvis;Wall_Vagina;Wall of vagina
